TF	Targets	Key
SP2	PAPSS2	SP2_PAPSS2
SP2	TRA	SP2_TRA
SP3	ABCA1	SP3_ABCA1
SP3	ACE	SP3_ACE
SP3	AGTR1	SP3_AGTR1
SP3	ALOX12	SP3_ALOX12
SP3	ALPL	SP3_ALPL
SP3	ATP2A2	SP3_ATP2A2
SP3	BIRC5	SP3_BIRC5
SP3	BPI	SP3_BPI
SP3	BSG	SP3_BSG
SP3	BTK	SP3_BTK
SP3	CA9	SP3_CA9
SP3	CBS	SP3_CBS
SP3	CCND1	SP3_CCND1
SP3	CD14	SP3_CD14
SP3	CD2AP	SP3_CD2AP
SP3	CD83	SP3_CD83
SP3	ADGRE5	SP3_ADGRE5
SP3	CDH2	SP3_CDH2
SP3	CDKN1A	SP3_CDKN1A
SP3	CDKN2A	SP3_CDKN2A
SP3	CDKN2B	SP3_CDKN2B
SP3	CENPH	SP3_CENPH
SP3	CETP	SP3_CETP
SP3	CFTR	SP3_CFTR
SP3	CHRNB4	SP3_CHRNB4
SP3	COL11A2	SP3_COL11A2
SP3	COL1A1	SP3_COL1A1
SP3	COL2A1	SP3_COL2A1
SP3	CTSB	SP3_CTSB
SP3	CTSL	SP3_CTSL
SP3	CYP17A1	SP3_CYP17A1
SP3	CYP27A1	SP3_CYP27A1
SP3	CYP2F1	SP3_CYP2F1
SP3	CYP3A5	SP3_CYP3A5
SP3	CYP3A7	SP3_CYP3A7
SP3	CYP46A1	SP3_CYP46A1
SP3	DMRT1	SP3_DMRT1
SP3	DNASE2	SP3_DNASE2
SP3	DNMT3A	SP3_DNMT3A
SP3	DNMT3B	SP3_DNMT3B
SP3	EAPP	SP3_EAPP
SP3	ERBB2	SP3_ERBB2
SP3	ETF1	SP3_ETF1
SP3	F2R	SP3_F2R
SP3	FBLN1	SP3_FBLN1
SP3	FBP1	SP3_FBP1
SP3	FGFR3	SP3_FGFR3
SP3	FOXP3	SP3_FOXP3
SP3	GDF5	SP3_GDF5
SP3	GIPR	SP3_GIPR
SP3	HBEGF	SP3_HBEGF
SP3	HDAC4	SP3_HDAC4
SP3	HGF	SP3_HGF
SP3	HMGA2	SP3_HMGA2
SP3	HOXB7	SP3_HOXB7
SP3	HSD17B2	SP3_HSD17B2
SP3	ID4	SP3_ID4
SP3	IGFBP1	SP3_IGFBP1
SP3	IGFBP3	SP3_IGFBP3
SP3	IGFBP4	SP3_IGFBP4
SP3	ITGA2	SP3_ITGA2
SP3	ITGAD	SP3_ITGAD
SP3	ITGAV	SP3_ITGAV
SP3	KDR	SP3_KDR
SP3	KLK3	SP3_KLK3
SP3	LAMA1	SP3_LAMA1
SP3	LCAT	SP3_LCAT
SP3	CNMD	SP3_CNMD
SP3	LOR	SP3_LOR
SP3	LPL	SP3_LPL
SP3	LTC4S	SP3_LTC4S
SP3	MAOB	SP3_MAOB
SP3	MAT2A	SP3_MAT2A
SP3	MICB	SP3_MICB
SP3	MMP2	SP3_MMP2
SP3	MSH6	SP3_MSH6
SP3	MUC2	SP3_MUC2
SP3	MUC4	SP3_MUC4
SP3	MUC6	SP3_MUC6
SP3	MYCN	SP3_MYCN
SP3	NFKB1	SP3_NFKB1
SP3	NKX2-1	SP3_NKX2-1
SP3	NOS3	SP3_NOS3
SP3	NOX4	SP3_NOX4
SP3	OPRM1	SP3_OPRM1
SP3	PADI1	SP3_PADI1
SP3	PADI3	SP3_PADI3
SP3	PLAT	SP3_PLAT
SP3	PLAUR	SP3_PLAUR
SP3	RASSF1	SP3_RASSF1
SP3	RECK	SP3_RECK
SP3	RELA	SP3_RELA
SP3	RORA	SP3_RORA
SP3	SCT	SP3_SCT
SP3	SCTR	SP3_SCTR
SP3	SLC19A3	SP3_SLC19A3
SP3	SLC1A3	SP3_SLC1A3
SP3	SLC9A2	SP3_SLC9A2
SP3	SOCS3	SP3_SOCS3
SP3	SOX18	SP3_SOX18
SP3	TCN2	SP3_TCN2
SP3	TFF1	SP3_TFF1
SP3	TFF2	SP3_TFF2
SP3	TGM4	SP3_TGM4
SP3	TIMP1	SP3_TIMP1
SP3	TIMP2	SP3_TIMP2
SP3	TPMT	SP3_TPMT
SP3	TRA	SP3_TRA
SP3	TYMP	SP3_TYMP
SP3	UBC	SP3_UBC
SP3	UTRN	SP3_UTRN
SP3	VEGFA	SP3_VEGFA
SP3	YY1	SP3_YY1
SP4	ASS1	SP4_ASS1
SP4	BIRC5	SP4_BIRC5
SP4	CCND1	SP4_CCND1
SP4	ERBB2	SP4_ERBB2
SP4	FGFR3	SP4_FGFR3
SP4	KDR	SP4_KDR
SP4	MAOB	SP4_MAOB
SP4	NFKB1	SP4_NFKB1
SP4	PDE6B	SP4_PDE6B
SP4	RELA	SP4_RELA
SP4	YY1	SP4_YY1
SP7	COL11A2	SP7_COL11A2
SPDEF	AGR2	SPDEF_AGR2
SPDEF	CDH1	SPDEF_CDH1
SPDEF	KLK3	SPDEF_KLK3
SPDEF	MMP9	SPDEF_MMP9
SPDEF	MUC2	SPDEF_MUC2
SPDEF	PLAUR	SPDEF_PLAUR
SPDEF	RETNLB	SPDEF_RETNLB
SPDEF	SERPINB5	SPDEF_SERPINB5
SPDEF	SPINK4	SPDEF_SPINK4
SPDEF	SQSTM1	SPDEF_SQSTM1
SPEN	DMPK	SPEN_DMPK
SPEN	NCOR2	SPEN_NCOR2
SPI1	ACP5	SPI1_ACP5
SPI1	ALOX15	SPI1_ALOX15
SPI1	BCL6	SPI1_BCL6
SPI1	BPI	SPI1_BPI
SPI1	BTK	SPI1_BTK
SPI1	CCL2	SPI1_CCL2
SPI1	CCL5	SPI1_CCL5
SPI1	CD163	SPI1_CD163
SPI1	CD22	SPI1_CD22
SPI1	CD40	SPI1_CD40
SPI1	CD68	SPI1_CD68
SPI1	CLEC4G	SPI1_CLEC4G
SPI1	CSF1	SPI1_CSF1
SPI1	CSF2RA	SPI1_CSF2RA
SPI1	CSF3R	SPI1_CSF3R
SPI1	CTSG	SPI1_CTSG
SPI1	CTSK	SPI1_CTSK
SPI1	CTSS	SPI1_CTSS
SPI1	CXCR1	SPI1_CXCR1
SPI1	CYBB	SPI1_CYBB
SPI1	DAPK2	SPI1_DAPK2
SPI1	ELANE	SPI1_ELANE
SPI1	ERAP2	SPI1_ERAP2
SPI1	FCER1A	SPI1_FCER1A
SPI1	FCGR1A	SPI1_FCGR1A
SPI1	FES	SPI1_FES
SPI1	FLI1	SPI1_FLI1
SPI1	GATA1	SPI1_GATA1
SPI1	HCK	SPI1_HCK
SPI1	IFIT3	SPI1_IFIT3
SPI1	JCHAIN	SPI1_JCHAIN
SPI1	IL12B	SPI1_IL12B
SPI1	IL18	SPI1_IL18
SPI1	IL1B	SPI1_IL1B
SPI1	IL5	SPI1_IL5
SPI1	ITGA2B	SPI1_ITGA2B
SPI1	ITGAM	SPI1_ITGAM
SPI1	ITGAX	SPI1_ITGAX
SPI1	ITGB2	SPI1_ITGB2
SPI1	MACROD1	SPI1_MACROD1
SPI1	MAPK1	SPI1_MAPK1
SPI1	MME	SPI1_MME
SPI1	MNDA	SPI1_MNDA
SPI1	MS4A1	SPI1_MS4A1
SPI1	MSR1	SPI1_MSR1
SPI1	NCF2	SPI1_NCF2
SPI1	NSFL1C	SPI1_NSFL1C
SPI1	P2RY10	SPI1_P2RY10
SPI1	PARG	SPI1_PARG
SPI1	PEBP1	SPI1_PEBP1
SPI1	PRG2	SPI1_PRG2
SPI1	PRTN3	SPI1_PRTN3
SPI1	PTGIR	SPI1_PTGIR
SPI1	RNASE2	SPI1_RNASE2
SPI1	SCARB1	SPI1_SCARB1
SPI1	SCARB2	SPI1_SCARB2
SPI1	STAT3	SPI1_STAT3
SPI1	TLR4	SPI1_TLR4
SPI1	TNF	SPI1_TNF
SPI1	TNFRSF11A	SPI1_TNFRSF11A
SPI1	WAS	SPI1_WAS
SPI1	ZNF300	SPI1_ZNF300
SPIB	CD40	SPIB_CD40
SPIB	IRF7	SPIB_IRF7
SPIC	IL4	SPIC_IL4
SRCAP	KLK3	SRCAP_KLK3
SRCAP	PCK2	SRCAP_PCK2
SREBF1	ACACB	SREBF1_ACACB
SREBF1	ACLY	SREBF1_ACLY
SREBF1	APOA5	SREBF1_APOA5
SREBF1	AR	SREBF1_AR
SREBF1	BCL2L1	SREBF1_BCL2L1
SREBF1	CAV1	SREBF1_CAV1
SREBF1	CETP	SREBF1_CETP
SREBF1	CIC	SREBF1_CIC
SREBF1	FABP6	SREBF1_FABP6
SREBF1	FAS	SREBF1_FAS
SREBF1	FASN	SREBF1_FASN
SREBF1	FDFT1	SREBF1_FDFT1
SREBF1	FDPS	SREBF1_FDPS
SREBF1	HK2	SREBF1_HK2
SREBF1	HMOX1	SREBF1_HMOX1
SREBF1	IRS2	SREBF1_IRS2
SREBF1	LDLR	SREBF1_LDLR
SREBF1	LPIN1	SREBF1_LPIN1
SREBF1	LRP1	SREBF1_LRP1
SREBF1	NR0B2	SREBF1_NR0B2
SREBF1	PCK1	SREBF1_PCK1
SREBF1	PCSK9	SREBF1_PCSK9
SREBF1	PDX1	SREBF1_PDX1
SREBF1	PPARG	SREBF1_PPARG
SREBF1	SCD	SREBF1_SCD
SREBF1	SCD5	SREBF1_SCD5
SREBF1	THRSP	SREBF1_THRSP
SREBF2	ABCA1	SREBF2_ABCA1
SREBF2	ABCG5	SREBF2_ABCG5
SREBF2	ABCG8	SREBF2_ABCG8
SREBF2	ACOT7	SREBF2_ACOT7
SREBF2	FABP6	SREBF2_FABP6
SREBF2	FAS	SREBF2_FAS
SREBF2	FDFT1	SREBF2_FDFT1
SREBF2	FDPS	SREBF2_FDPS
SREBF2	HMGCR	SREBF2_HMGCR
SREBF2	HNF4A	SREBF2_HNF4A
SREBF2	LDLR	SREBF2_LDLR
SREBF2	LIPC	SREBF2_LIPC
SREBF2	LRP1	SREBF2_LRP1
SREBF2	MTTP	SREBF2_MTTP
SREBF2	NPC1L1	SREBF2_NPC1L1
SREBF2	PCSK9	SREBF2_PCSK9
SREBF2	PON1	SREBF2_PON1
SREBF2	PON2	SREBF2_PON2
SREBF2	PPARG	SREBF2_PPARG
SREBF2	PRSS8	SREBF2_PRSS8
SRF	ACTA1	SRF_ACTA1
SRF	CFTR	SRF_CFTR
SRF	CREB1	SRF_CREB1
SRF	DMD	SRF_DMD
SRF	FHL2	SRF_FHL2
SRF	FOS	SRF_FOS
SRF	FOSL1	SRF_FOSL1
SRF	FXN	SRF_FXN
SRF	HMGXB4	SRF_HMGXB4
SRF	KPNA1	SRF_KPNA1
SRF	KPNB1	SRF_KPNB1
SRF	LMO7	SRF_LMO7
SRF	MCL1	SRF_MCL1
SRF	MMP14	SRF_MMP14
SRF	MMP2	SRF_MMP2
SRF	MMP9	SRF_MMP9
SRF	MYL9	SRF_MYL9
SRF	PLAU	SRF_PLAU
SRF	PLG	SRF_PLG
SRF	PRRX1	SRF_PRRX1
SRF	SAMD4A	SRF_SAMD4A
SRF	SERPINE1	SRF_SERPINE1
SRF	SMN1	SRF_SMN1
SRF	TAGLN	SRF_TAGLN
SRF	UBE2S	SRF_UBE2S
SRSF1	MYC	SRSF1_MYC
SRSF1	NFKB1	SRSF1_NFKB1
SRY	ETV2	SRY_ETV2
SRY	NFKBIB	SRY_NFKBIB
SRY	PROM1	SRY_PROM1
SRY	SOX9	SRY_SOX9
SRY	TH	SRY_TH
SRY	WDR5	SRY_WDR5
SSB	HAP1	SSB_HAP1
SSB	LAMB1	SSB_LAMB1
SSB	XIAP	SSB_XIAP
SSX2	MMP2	SSX2_MMP2
STAT1	ACAT1	STAT1_ACAT1
STAT1	APP	STAT1_APP
STAT1	BAX	STAT1_BAX
STAT1	CCL2	STAT1_CCL2
STAT1	CCL3	STAT1_CCL3
STAT1	CCR1	STAT1_CCR1
STAT1	CD22	STAT1_CD22
STAT1	CD40	STAT1_CD40
STAT1	CD40LG	STAT1_CD40LG
STAT1	CD86	STAT1_CD86
STAT1	CDKN1A	STAT1_CDKN1A
STAT1	CEBPE	STAT1_CEBPE
STAT1	CFTR	STAT1_CFTR
STAT1	CHAT	STAT1_CHAT
STAT1	CIITA	STAT1_CIITA
STAT1	CTSB	STAT1_CTSB
STAT1	CTSL	STAT1_CTSL
STAT1	CXCL10	STAT1_CXCL10
STAT1	EDN1	STAT1_EDN1
STAT1	EGFR	STAT1_EGFR
STAT1	FAS	STAT1_FAS
STAT1	FCGR1A	STAT1_FCGR1A
STAT1	FCGRT	STAT1_FCGRT
STAT1	FGF2	STAT1_FGF2
STAT1	FGFR3	STAT1_FGFR3
STAT1	FOXP3	STAT1_FOXP3
STAT1	GAST	STAT1_GAST
STAT1	GLS	STAT1_GLS
STAT1	HLA-E	STAT1_HLA-E
STAT1	HMOX1	STAT1_HMOX1
STAT1	HSP90AA1	STAT1_HSP90AA1
STAT1	ICAM1	STAT1_ICAM1
STAT1	IFIT3	STAT1_IFIT3
STAT1	IFNA1	STAT1_IFNA1
STAT1	IFNB1	STAT1_IFNB1
STAT1	IFNG	STAT1_IFNG
STAT1	IFNLR1	STAT1_IFNLR1
STAT1	IL10	STAT1_IL10
STAT1	IL1B	STAT1_IL1B
STAT1	IL1R1	STAT1_IL1R1
STAT1	IL27	STAT1_IL27
STAT1	IL2RA	STAT1_IL2RA
STAT1	IL6	STAT1_IL6
STAT1	IRF1	STAT1_IRF1
STAT1	IRF7	STAT1_IRF7
STAT1	IRF8	STAT1_IRF8
STAT1	IVL	STAT1_IVL
STAT1	JAK2	STAT1_JAK2
STAT1	KRT17	STAT1_KRT17
STAT1	LCN2	STAT1_LCN2
STAT1	LY96	STAT1_LY96
STAT1	MMP13	STAT1_MMP13
STAT1	MMP9	STAT1_MMP9
STAT1	MUC1	STAT1_MUC1
STAT1	MUC4	STAT1_MUC4
STAT1	MVP	STAT1_MVP
STAT1	NOS2	STAT1_NOS2
STAT1	NOX1	STAT1_NOX1
STAT1	NOX4	STAT1_NOX4
STAT1	NOX5	STAT1_NOX5
STAT1	NR1H4	STAT1_NR1H4
STAT1	OPRM1	STAT1_OPRM1
STAT1	PIM1	STAT1_PIM1
STAT1	PLSCR1	STAT1_PLSCR1
STAT1	PML	STAT1_PML
STAT1	PPARA	STAT1_PPARA
STAT1	PRKCE	STAT1_PRKCE
STAT1	PSMB9	STAT1_PSMB9
STAT1	PTGS2	STAT1_PTGS2
STAT1	S100A10	STAT1_S100A10
STAT1	SCARB1	STAT1_SCARB1
STAT1	SMARCA4	STAT1_SMARCA4
STAT1	SOCS3	STAT1_SOCS3
STAT1	STAT2	STAT1_STAT2
STAT1	STAT3	STAT1_STAT3
STAT1	TAP1	STAT1_TAP1
STAT1	TBX21	STAT1_TBX21
STAT1	TIMP1	STAT1_TIMP1
STAT1	TLR3	STAT1_TLR3
STAT1	TNFSF13B	STAT1_TNFSF13B
STAT1	TP53	STAT1_TP53
STAT1	UPP1	STAT1_UPP1
STAT1	VIP	STAT1_VIP
STAT1	XAF1	STAT1_XAF1
STAT2	CCL2	STAT2_CCL2
STAT2	IFIT3	STAT2_IFIT3
STAT2	IFNA1	STAT2_IFNA1
STAT2	IRF1	STAT2_IRF1
STAT2	NOS2	STAT2_NOS2
STAT2	PML	STAT2_PML
STAT2	PTGS2	STAT2_PTGS2
STAT2	RCAN1	STAT2_RCAN1
STAT2	SCARB1	STAT2_SCARB1
STAT2	SCARB2	STAT2_SCARB2
STAT2	STAT1	STAT2_STAT1
STAT3	A2M	STAT3_A2M
STAT3	ABCA1	STAT3_ABCA1
STAT3	AKAP12	STAT3_AKAP12
STAT3	AKT1	STAT3_AKT1
STAT3	AR	STAT3_AR
STAT3	BCL2	STAT3_BCL2
STAT3	BCL2L1	STAT3_BCL2L1
STAT3	BCL6	STAT3_BCL6
STAT3	BIRC5	STAT3_BIRC5
STAT3	CCL11	STAT3_CCL11
STAT3	CCL2	STAT3_CCL2
STAT3	CCND1	STAT3_CCND1
STAT3	CCND2	STAT3_CCND2
STAT3	CCND3	STAT3_CCND3
STAT3	CD46	STAT3_CD46
STAT3	CDH1	STAT3_CDH1
STAT3	CDK4	STAT3_CDK4
STAT3	CDKN1A	STAT3_CDKN1A
STAT3	CDKN1B	STAT3_CDKN1B
STAT3	CFB	STAT3_CFB
STAT3	CFLAR	STAT3_CFLAR
STAT3	CHI3L1	STAT3_CHI3L1
STAT3	CISH	STAT3_CISH
STAT3	COPS5	STAT3_COPS5
STAT3	CRP	STAT3_CRP
STAT3	CSRP1	STAT3_CSRP1
STAT3	CTGF	STAT3_CTGF
STAT3	CXCL8	STAT3_CXCL8
STAT3	CYP19A1	STAT3_CYP19A1
STAT3	CYR61	STAT3_CYR61
STAT3	DDIT3	STAT3_DDIT3
STAT3	DIRAS3	STAT3_DIRAS3
STAT3	DNMT1	STAT3_DNMT1
STAT3	EGFR	STAT3_EGFR
STAT3	EPAS1	STAT3_EPAS1
STAT3	ESR2	STAT3_ESR2
STAT3	ETV6	STAT3_ETV6
STAT3	F2R	STAT3_F2R
STAT3	FAAH	STAT3_FAAH
STAT3	FAS	STAT3_FAS
STAT3	FGF1	STAT3_FGF1
STAT3	FGF2	STAT3_FGF2
STAT3	FGG	STAT3_FGG
STAT3	FGL1	STAT3_FGL1
STAT3	FLT3	STAT3_FLT3
STAT3	FOS	STAT3_FOS
STAT3	GAST	STAT3_GAST
STAT3	GFAP	STAT3_GFAP
STAT3	GREB1	STAT3_GREB1
STAT3	HAMP	STAT3_HAMP
STAT3	HGF	STAT3_HGF
STAT3	HIF1A	STAT3_HIF1A
STAT3	HMOX1	STAT3_HMOX1
STAT3	HP	STAT3_HP
STAT3	HSPA4	STAT3_HSPA4
STAT3	HSPB1	STAT3_HSPB1
STAT3	ICAM1	STAT3_ICAM1
STAT3	IFNAR1	STAT3_IFNAR1
STAT3	IFNG	STAT3_IFNG
STAT3	IKBKE	STAT3_IKBKE
STAT3	IL10	STAT3_IL10
STAT3	IL11	STAT3_IL11
STAT3	IL1RN	STAT3_IL1RN
STAT3	IL2	STAT3_IL2
STAT3	IL21	STAT3_IL21
STAT3	IL2RA	STAT3_IL2RA
STAT3	IL6	STAT3_IL6
STAT3	IRF1	STAT3_IRF1
STAT3	JAK2	STAT3_JAK2
STAT3	JUNB	STAT3_JUNB
STAT3	KLF11	STAT3_KLF11
STAT3	KRT17	STAT3_KRT17
STAT3	LCAT	STAT3_LCAT
STAT3	LEP	STAT3_LEP
STAT3	LGALS3BP	STAT3_LGALS3BP
STAT3	LTBP1	STAT3_LTBP1
STAT3	MCL1	STAT3_MCL1
STAT3	MDC1	STAT3_MDC1
STAT3	MICA	STAT3_MICA
STAT3	MMP1	STAT3_MMP1
STAT3	MMP10	STAT3_MMP10
STAT3	MMP14	STAT3_MMP14
STAT3	MMP2	STAT3_MMP2
STAT3	MMP3	STAT3_MMP3
STAT3	MMP7	STAT3_MMP7
STAT3	MMP9	STAT3_MMP9
STAT3	MUC1	STAT3_MUC1
STAT3	MUC4	STAT3_MUC4
STAT3	MUC5B	STAT3_MUC5B
STAT3	MYC	STAT3_MYC
STAT3	MYD88	STAT3_MYD88
STAT3	NANOG	STAT3_NANOG
STAT3	NLK	STAT3_NLK
STAT3	NME1	STAT3_NME1
STAT3	NOX1	STAT3_NOX1
STAT3	NOX4	STAT3_NOX4
STAT3	NOX5	STAT3_NOX5
STAT3	NR2C2	STAT3_NR2C2
STAT3	OAS1	STAT3_OAS1
STAT3	OPRM1	STAT3_OPRM1
STAT3	OSM	STAT3_OSM
STAT3	PAX3	STAT3_PAX3
STAT3	PGF	STAT3_PGF
STAT3	PHB	STAT3_PHB
STAT3	PIAS3	STAT3_PIAS3
STAT3	PIM1	STAT3_PIM1
STAT3	POU2F1	STAT3_POU2F1
STAT3	PPARA	STAT3_PPARA
STAT3	PRDM1	STAT3_PRDM1
STAT3	PROS1	STAT3_PROS1
STAT3	PSMB5	STAT3_PSMB5
STAT3	PTEN	STAT3_PTEN
STAT3	PTGS2	STAT3_PTGS2
STAT3	PTPN13	STAT3_PTPN13
STAT3	PTPN6	STAT3_PTPN6
STAT3	ROR1	STAT3_ROR1
STAT3	S100A11	STAT3_S100A11
STAT3	S1PR1	STAT3_S1PR1
STAT3	SAA1	STAT3_SAA1
STAT3	SALL4	STAT3_SALL4
STAT3	SHH	STAT3_SHH
STAT3	SOCS1	STAT3_SOCS1
STAT3	SOCS3	STAT3_SOCS3
STAT3	STAT1	STAT3_STAT1
STAT3	STK11	STAT3_STK11
STAT3	STS	STAT3_STS
STAT3	TERT	STAT3_TERT
STAT3	TGFB1	STAT3_TGFB1
STAT3	TIMP1	STAT3_TIMP1
STAT3	TNFRSF10B	STAT3_TNFRSF10B
STAT3	TP53	STAT3_TP53
STAT3	TP63	STAT3_TP63
STAT3	TRH	STAT3_TRH
STAT3	TWIST1	STAT3_TWIST1
STAT3	TWIST2	STAT3_TWIST2
STAT3	TYK2	STAT3_TYK2
STAT3	UCP2	STAT3_UCP2
STAT3	USP7	STAT3_USP7
STAT3	VDR	STAT3_VDR
STAT3	VEGFA	STAT3_VEGFA
STAT3	VEGFB	STAT3_VEGFB
STAT3	ZFP36	STAT3_ZFP36
STAT4	IFNG	STAT4_IFNG
STAT4	IL2RA	STAT4_IL2RA
STAT4	IRF1	STAT4_IRF1
STAT4	MYC	STAT4_MYC
STAT4	NOX1	STAT4_NOX1
STAT4	NOX4	STAT4_NOX4
STAT4	PIM1	STAT4_PIM1
STAT4	PRF1	STAT4_PRF1
STAT4	S100A4	STAT4_S100A4
STAT4	SOCS3	STAT4_SOCS3
STAT4	TBX21	STAT4_TBX21
STAT5	BCL6	STAT5_BCL6
STAT5A	BCL2L1	STAT5A_BCL2L1
STAT5A	BCL6	STAT5A_BCL6
STAT5A	CCND1	STAT5A_CCND1
STAT5A	CCND2	STAT5A_CCND2
STAT5A	CDKN2B	STAT5A_CDKN2B
STAT5A	CEL	STAT5A_CEL
STAT5A	CSN2	STAT5A_CSN2
STAT5A	ESR1	STAT5A_ESR1
STAT5A	HRH1	STAT5A_HRH1
STAT5A	IFNG	STAT5A_IFNG
STAT5A	SP1	STAT5A_SP1
STAT5A	STK11	STAT5A_STK11
STAT5A	SUMO1	STAT5A_SUMO1
STAT5B	BCL2L1	STAT5B_BCL2L1
STAT5B	BCL6	STAT5B_BCL6
STAT5B	CCND1	STAT5B_CCND1
STAT5B	CEL	STAT5B_CEL
STAT5B	ESR1	STAT5B_ESR1
STAT5B	ESR2	STAT5B_ESR2
STAT5B	IFNG	STAT5B_IFNG
STAT5B	IGF1	STAT5B_IGF1
STAT6	ADRA2B	STAT6_ADRA2B
STAT6	ALOX12	STAT6_ALOX12
STAT6	ALOX15	STAT6_ALOX15
STAT6	CCL11	STAT6_CCL11
STAT6	CCL17	STAT6_CCL17
STAT6	CCL26	STAT6_CCL26
STAT6	CD40	STAT6_CD40
STAT6	CISH	STAT6_CISH
STAT6	CNR1	STAT6_CNR1
STAT6	COL1A1	STAT6_COL1A1
STAT6	COL1A2	STAT6_COL1A2
STAT6	CXCL8	STAT6_CXCL8
STAT6	CYP2E1	STAT6_CYP2E1
STAT6	CYSLTR1	STAT6_CYSLTR1
STAT6	DUSP1	STAT6_DUSP1
STAT6	EGLN3	STAT6_EGLN3
STAT6	FCER2	STAT6_FCER2
STAT6	FOS	STAT6_FOS
STAT6	FOSB	STAT6_FOSB
STAT6	HSD3B2	STAT6_HSD3B2
STAT6	IL13	STAT6_IL13
STAT6	IL1R1	STAT6_IL1R1
STAT6	IL4	STAT6_IL4
STAT6	IRF4	STAT6_IRF4
STAT6	ITGA2B	STAT6_ITGA2B
STAT6	OPRM1	STAT6_OPRM1
STAT6	ORMDL3	STAT6_ORMDL3
STAT6	PTGS2	STAT6_PTGS2
STAT6	RHOA	STAT6_RHOA
STAT6	SELE	STAT6_SELE
STAT6	SELP	STAT6_SELP
STAT6	SIDT1	STAT6_SIDT1
STAT6	SLC26A4	STAT6_SLC26A4
STAT6	SOCS1	STAT6_SOCS1
STAT6	STAT1	STAT6_STAT1
STAT6	TLR4	STAT6_TLR4
SUGP1	IL1B	SUGP1_IL1B
SUPT3H	NEDD4L	SUPT3H_NEDD4L
SUZ12	HOXA9	SUZ12_HOXA9
SUZ12	IGF2	SUZ12_IGF2
SUZ12	SNAI2	SUZ12_SNAI2
SUZ12	TWIST1	SUZ12_TWIST1
TAF1	AR	TAF1_AR
TAF1	CDKN1A	TAF1_CDKN1A
TAF1	LRIG2	TAF1_LRIG2
TAF1	SRC	TAF1_SRC
TAF1	TBP	TAF1_TBP
TAF4	ATF7	TAF4_ATF7
TAF4	CDKN1A	TAF4_CDKN1A
TAF5	CDKN1A	TAF5_CDKN1A
TAL1	ALDH1A2	TAL1_ALDH1A2
TAL1	ANGPT2	TAL1_ANGPT2
TAL1	CD34	TAL1_CD34
TAL1	EPOR	TAL1_EPOR
TAL1	ERG	TAL1_ERG
TAL1	KRT7	TAL1_KRT7
TAL1	MYB	TAL1_MYB
TAL1	MYCN	TAL1_MYCN
TAL1	NFKB1	TAL1_NFKB1
TAL1	TERT	TAL1_TERT
TBC1D22A	ACBD3	TBC1D22A_ACBD3
TBL1X	MYC	TBL1X_MYC
TBP	APP	TBP_APP
TBP	BCL2	TBP_BCL2
TBP	BDKRB1	TBP_BDKRB1
TBP	CCNB1	TBP_CCNB1
TBP	CDKN1A	TBP_CDKN1A
TBP	CRP	TBP_CRP
TBP	E2F1	TBP_E2F1
TBP	FOS	TBP_FOS
TBP	FUS	TBP_FUS
TBP	IGFBP4	TBP_IGFBP4
TBP	IL6	TBP_IL6
TBP	LIN28B	TBP_LIN28B
TBP	MYC	TBP_MYC
TBP	NF1	TBP_NF1
TBP	PPBP	TBP_PPBP
TBPL1	NF1	TBPL1_NF1
TBR1	RELN	TBR1_RELN
TBX2	CDKN1A	TBX2_CDKN1A
TBX2	CDKN2A	TBX2_CDKN2A
TBX20	FGF10	TBX20_FGF10
TBX21	CCR4	TBX21_CCR4
TBX21	CHST4	TBX21_CHST4
TBX21	CXCR3	TBX21_CXCR3
TBX21	FUT7	TBX21_FUT7
TBX21	GATA3	TBX21_GATA3
TBX21	IFNG	TBX21_IFNG
TBX21	IL10	TBX21_IL10
TBX21	IL13	TBX21_IL13
TBX21	IL4	TBX21_IL4
TBX21	NELFCD	TBX21_NELFCD
TBX21	PTGDR2	TBX21_PTGDR2
TBX21	YY1	TBX21_YY1
TBX3	CDKN1A	TBX3_CDKN1A
TBX3	CDKN2A	TBX3_CDKN2A
TBX5	CDKN2A	TBX5_CDKN2A
TBX5	GJA5	TBX5_GJA5
TBX5	ITGA9	TBX5_ITGA9
TBX5	MYH6	TBX5_MYH6
TBX5	NPPA	TBX5_NPPA
TCF12	CDH1	TCF12_CDH1
TCF19	CCNE1	TCF19_CCNE1
TCF3	AICDA	TCF3_AICDA
TCF3	BBC3	TCF3_BBC3
TCF3	BTS1	TCF3_BTS1
TCF3	CD4	TCF3_CD4
TCF3	CDH1	TCF3_CDH1
TCF3	CDK6	TCF3_CDK6
TCF3	CDKN1A	TCF3_CDKN1A
TCF3	CR2	TCF3_CR2
TCF3	EXO1	TCF3_EXO1
TCF3	IL5RA	TCF3_IL5RA
TCF3	INS	TCF3_INS
TCF3	MYC	TCF3_MYC
TCF3	POU5F1	TCF3_POU5F1
TCF3	RAG1	TCF3_RAG1
TCF4	ABCB1	TCF4_ABCB1
TCF4	BCL2	TCF4_BCL2
TCF4	BIRC5	TCF4_BIRC5
TCF4	CCND1	TCF4_CCND1
TCF4	CD44	TCF4_CD44
TCF4	CLEC4C	TCF4_CLEC4C
TCF4	CNTNAP2	TCF4_CNTNAP2
TCF4	DEFA5	TCF4_DEFA5
TCF4	DEFA6	TCF4_DEFA6
TCF4	FST	TCF4_FST
TCF4	HECA	TCF4_HECA
